ORDER|ID|UPDATE|STATUS|MOTIVE|INTEREST_RATE|AMOUNT|CAT|CP|DELIVERY_SCORE
|795|00:00.0|LEADS||||||
|796|00:00.0|LEADS||||||
|797|00:00.0|LEADS||||||
|798|00:00.0|LEADS||||||
|799|00:00.0|LEADS||||||
|801|00:00.0|LEADS||||||
|802|00:00.0|LEADS||||||
|803|00:00.0|LEADS||||||
|804|00:00.0|LEADS||||||
|805|00:00.0|LEADS||||||
|806|00:00.0|LEADS||||||
|808|00:00.0|LEADS||||||
|809|00:00.0|LEADS||||||
|810|00:00.0|LEADS||||||
|811|00:00.0|LEADS||||||
|812|00:00.0|LEADS||||||
|813|00:00.0|LEADS||||||
|814|00:00.0|LEADS||||||
|816|00:00.0|LEADS||||||
|818|00:00.0|LEADS||||||
|820|00:00.0|LEADS||||||
|821|00:00.0|LEADS||||||
|824|00:00.0|LEADS||||||
|825|00:00.0|LEADS||||||
|826|00:00.0|LEADS||||||
|827|00:00.0|LEADS||||||
|829|00:00.0|LEADS||||||
|831|00:00.0|LEADS||||||
|832|00:00.0|LEADS||||||
|833|00:00.0|LEADS||||||
|834|00:00.0|LEADS||||||
|836|00:00.0|LEADS||||||
|837|00:00.0|LEADS||||||
|838|00:00.0|LEADS||||||
|839|00:00.0|LEADS||||||
|840|00:00.0|LEADS||||||
|841|00:00.0|LEADS||||||
|843|00:00.0|LEADS||||||
|848|00:00.0|LEADS||||||
|851|00:00.0|LEADS||||||
|852|00:00.0|LEADS||||||
|853|00:00.0|LEADS||||||
|855|00:00.0|LEADS||||||
|856|00:00.0|LEADS||||||
|860|00:00.0|LEADS||||||
|865|00:00.0|LEADS||||||
|866|00:00.0|LEADS||||||
|868|00:00.0|LEADS||||||
|869|00:00.0|LEADS||||||
|871|00:00.0|LEADS||||||
|872|00:00.0|LEADS||||||
|873|00:00.0|LEADS||||||
|875|00:00.0|LEADS||||||
|877|00:00.0|LEADS||||||
|879|00:00.0|LEADS||||||
|881|00:00.0|LEADS||||||
|883|00:00.0|LEADS||||||
|885|00:00.0|LEADS||||||
|886|00:00.0|LEADS||||||
|887|00:00.0|LEADS||||||
|888|00:00.0|LEADS||||||
|889|00:00.0|LEADS||||||
|890|00:00.0|LEADS||||||
|892|00:00.0|LEADS||||||
|894|00:00.0|LEADS||||||
|895|00:00.0|LEADS||||||
|896|00:00.0|LEADS||||||
|898|00:00.0|LEADS||||||
|899|00:00.0|LEADS||||||
|901|00:00.0|LEADS||||||
|904|00:00.0|LEADS||||||
|905|00:00.0|LEADS||||||
|906|00:00.0|LEADS||||||
|907|00:00.0|LEADS||||||
|908|00:00.0|LEADS||||||
|909|00:00.0|LEADS||||||
|910|00:00.0|LEADS||||||
|913|00:00.0|LEADS||||||
|914|00:00.0|LEADS||||||
|917|00:00.0|LEADS||||||
|918|00:00.0|LEADS||||||
|921|00:00.0|LEADS||||||
|923|00:00.0|LEADS||||||
|925|00:00.0|LEADS||||||
|926|00:00.0|LEADS||||||
|927|00:00.0|LEADS||||||
|928|00:00.0|LEADS||||||
|931|00:00.0|LEADS||||||
|933|00:00.0|LEADS||||||
|934|00:00.0|LEADS||||||
|935|00:00.0|LEADS||||||
|936|00:00.0|LEADS||||||
|937|00:00.0|LEADS||||||
|938|00:00.0|LEADS||||||
|939|00:00.0|LEADS||||||
|940|00:00.0|LEADS||||||
|941|00:00.0|LEADS||||||
|943|00:00.0|LEADS||||||
|944|00:00.0|LEADS||||||
|946|00:00.0|LEADS||||||
|947|00:00.0|LEADS||||||
|948|00:00.0|LEADS||||||
|949|00:00.0|LEADS||||||
|951|00:00.0|LEADS||||||
|952|00:00.0|LEADS||||||
|955|00:00.0|LEADS||||||
|957|00:00.0|LEADS||||||
|958|00:00.0|LEADS||||||
|959|00:00.0|LEADS||||||
|960|00:00.0|LEADS||||||
|961|00:00.0|LEADS||||||
|962|00:00.0|LEADS||||||
|963|00:00.0|LEADS||||||
|964|00:00.0|LEADS||||||
|965|00:00.0|LEADS||||||
|967|00:00.0|LEADS||||||
|968|00:00.0|LEADS||||||
|969|00:00.0|LEADS||||||
|970|00:00.0|LEADS||||||
|971|00:00.0|LEADS||||||
|972|00:00.0|LEADS||||||
|973|00:00.0|LEADS||||||
|975|00:00.0|LEADS||||||
|979|00:00.0|LEADS||||||
|981|00:00.0|LEADS||||||
|984|00:00.0|LEADS||||||
|986|00:00.0|LEADS||||||
|987|00:00.0|LEADS||||||
|989|00:00.0|LEADS||||||
|990|00:00.0|LEADS||||||
|991|00:00.0|LEADS||||||
|992|00:00.0|LEADS||||||
|993|00:00.0|LEADS||||||
|994|00:00.0|LEADS||||||
|995|00:00.0|LEADS||||||
|996|00:00.0|LEADS||||||
|1001|00:00.0|LEADS||||||
|1002|00:00.0|LEADS||||||
|1003|00:00.0|LEADS||||||
|1004|00:00.0|LEADS||||||
|1005|00:00.0|LEADS||||||
|1006|00:00.0|LEADS||||||
|1007|00:00.0|LEADS||||||
|1011|00:00.0|LEADS||||||
|1015|00:00.0|LEADS||||||
|1016|00:00.0|LEADS||||||
|1018|00:00.0|LEADS||||||
|1019|00:00.0|LEADS||||||
|1020|00:00.0|LEADS||||||
|1021|00:00.0|LEADS||||||
|1023|00:00.0|LEADS||||||
|1024|00:00.0|LEADS||||||
|1025|00:00.0|LEADS||||||
|1026|00:00.0|LEADS||||||
|1027|00:00.0|LEADS||||||
|1028|00:00.0|LEADS||||||
|1029|00:00.0|LEADS||||||
|1031|00:00.0|LEADS||||||
|1032|00:00.0|LEADS||||||
|1033|00:00.0|LEADS||||||
|1034|00:00.0|LEADS||||||
|1035|00:00.0|LEADS||||||
|1036|00:00.0|LEADS||||||
|1038|00:00.0|LEADS||||||
|1039|00:00.0|LEADS||||||
|1040|00:00.0|LEADS||||||
|1041|00:00.0|LEADS||||||
|1044|00:00.0|LEADS||||||
|1045|00:00.0|LEADS||||||
|1048|00:00.0|LEADS||||||
|1049|00:00.0|LEADS||||||
|1052|00:00.0|LEADS||||||
|1055|00:00.0|LEADS||||||
|1056|00:00.0|LEADS||||||
|1059|00:00.0|LEADS||||||
|1060|00:00.0|LEADS||||||
|1061|00:00.0|LEADS||||||
|1063|00:00.0|LEADS||||||
|1064|00:00.0|LEADS||||||
|1065|00:00.0|LEADS||||||
|1066|00:00.0|LEADS||||||
|1067|00:00.0|LEADS||||||
|1068|00:00.0|LEADS||||||
|1070|00:00.0|LEADS||||||
|1071|00:00.0|LEADS||||||
|1072|00:00.0|LEADS||||||
|1073|00:00.0|LEADS||||||
|1074|00:00.0|LEADS||||||
|1075|00:00.0|LEADS||||||
|1076|00:00.0|LEADS||||||
|1078|00:00.0|LEADS||||||
|1083|00:00.0|LEADS||||||
|1085|00:00.0|LEADS||||||
|1086|00:00.0|LEADS||||||
|1087|00:00.0|LEADS||||||
|1090|00:00.0|LEADS||||||
|1092|00:00.0|LEADS||||||
|1093|00:00.0|LEADS||||||
|1096|00:00.0|LEADS||||||
|1097|00:00.0|LEADS||||||
|1099|00:00.0|LEADS||||||
|1100|00:00.0|LEADS||||||
|1101|00:00.0|LEADS||||||
|1105|00:00.0|LEADS||||||
|1106|00:00.0|LEADS||||||
|1108|00:00.0|LEADS||||||
|1109|00:00.0|LEADS||||||
|1110|00:00.0|LEADS||||||
|1113|00:00.0|LEADS||||||
|1115|00:00.0|LEADS||||||
|1117|00:00.0|LEADS||||||
|1118|00:00.0|LEADS||||||
|1120|00:00.0|LEADS||||||
|1121|00:00.0|LEADS||||||
|1122|00:00.0|LEADS||||||
|1123|00:00.0|LEADS||||||
|1124|00:00.0|LEADS||||||
|1126|00:00.0|LEADS||||||
|1128|00:00.0|LEADS||||||
|1130|00:00.0|LEADS||||||
|1131|00:00.0|LEADS||||||
|1132|00:00.0|LEADS||||||
|1133|00:00.0|LEADS||||||
|1135|00:00.0|LEADS||||||
|1136|00:00.0|LEADS||||||
|1137|00:00.0|LEADS||||||
|1140|00:00.0|LEADS||||||
|1141|00:00.0|LEADS||||||
|1142|00:00.0|LEADS||||||
|1144|00:00.0|LEADS||||||
|1145|00:00.0|LEADS||||||
|1147|00:00.0|LEADS||||||
|1148|00:00.0|LEADS||||||
|1149|00:00.0|LEADS||||||
|1150|00:00.0|LEADS||||||
|1151|00:00.0|LEADS||||||
|1152|00:00.0|LEADS||||||
|1153|00:00.0|LEADS||||||
|1154|00:00.0|LEADS||||||
|1155|00:00.0|LEADS||||||
|1156|00:00.0|LEADS||||||
|1157|00:00.0|LEADS||||||
|1158|00:00.0|LEADS||||||
|1163|00:00.0|LEADS||||||
|1167|00:00.0|LEADS||||||
|1169|00:00.0|LEADS||||||
|1170|00:00.0|LEADS||||||
|1171|00:00.0|LEADS||||||
|1174|00:00.0|LEADS||||||
|1176|00:00.0|LEADS||||||
|1179|00:00.0|LEADS||||||
|1180|00:00.0|LEADS||||||
|1181|00:00.0|LEADS||||||
|1183|00:00.0|LEADS||||||
|1185|00:00.0|LEADS||||||
|1186|00:00.0|LEADS||||||
|1187|00:00.0|LEADS||||||
|1188|00:00.0|LEADS||||||
|1190|00:00.0|LEADS||||||
|1191|00:00.0|LEADS||||||
|1193|00:00.0|LEADS||||||
|1194|00:00.0|LEADS||||||
|1195|00:00.0|LEADS||||||
|1196|00:00.0|LEADS||||||
|1197|00:00.0|LEADS||||||
|1199|00:00.0|LEADS||||||
|1200|00:00.0|LEADS||||||
|1201|00:00.0|LEADS||||||
|1202|00:00.0|LEADS||||||
|1204|00:00.0|LEADS||||||
|1206|00:00.0|LEADS||||||
|1207|00:00.0|LEADS||||||
|1208|00:00.0|LEADS||||||
|1212|00:00.0|LEADS||||||
|1214|00:00.0|LEADS||||||
|1215|00:00.0|LEADS||||||
|1216|00:00.0|LEADS||||||
|1217|00:00.0|LEADS||||||
|1218|00:00.0|LEADS||||||
|1222|00:00.0|LEADS||||||
|1223|00:00.0|LEADS||||||
|1224|00:00.0|LEADS||||||
|1225|00:00.0|LEADS||||||
|1227|00:00.0|LEADS||||||
|1229|00:00.0|LEADS||||||
|1231|00:00.0|LEADS||||||
|1233|00:00.0|LEADS||||||
|1235|00:00.0|LEADS||||||
|1237|00:00.0|LEADS||||||
|1238|00:00.0|LEADS||||||
|1239|00:00.0|LEADS||||||
|1241|00:00.0|LEADS||||||
|1242|00:00.0|LEADS||||||
|1245|00:00.0|LEADS||||||
|1246|00:00.0|LEADS||||||
|1247|00:00.0|LEADS||||||
|1248|00:00.0|LEADS||||||
|1250|00:00.0|LEADS||||||
|1251|00:00.0|LEADS||||||
|1253|00:00.0|LEADS||||||
|1254|00:00.0|LEADS||||||
|1260|00:00.0|LEADS||||||
|1262|00:00.0|LEADS||||||
|1267|00:00.0|LEADS||||||
|1270|00:00.0|LEADS||||||
|1271|00:00.0|LEADS||||||
|1272|00:00.0|LEADS||||||
|1273|00:00.0|LEADS||||||
|1274|00:00.0|LEADS||||||
|1275|00:00.0|LEADS||||||
|1276|00:00.0|LEADS||||||
|1277|00:00.0|LEADS||||||
|1278|00:00.0|LEADS||||||
|1279|00:00.0|LEADS||||||
|1280|00:00.0|LEADS||||||
|1281|00:00.0|LEADS||||||
|1282|00:00.0|LEADS||||||
|1283|00:00.0|LEADS||||||
|1284|00:00.0|LEADS||||||
|1285|00:00.0|LEADS||||||
|1286|00:00.0|LEADS||||||
|1287|00:00.0|LEADS||||||
|1289|00:00.0|LEADS||||||
|1291|00:00.0|LEADS||||||
|1292|00:00.0|LEADS||||||
|1293|00:00.0|LEADS||||||
|1294|00:00.0|LEADS||||||
|1295|00:00.0|LEADS||||||
|1296|00:00.0|LEADS||||||
|1298|00:00.0|LEADS||||||
|1299|00:00.0|LEADS||||||
|1300|00:00.0|LEADS||||||
|1301|00:00.0|LEADS||||||
|1302|00:00.0|LEADS||||||
|1303|00:00.0|LEADS||||||
|1307|00:00.0|LEADS||||||
|1310|00:00.0|LEADS||||||
|1312|00:00.0|LEADS||||||
|1314|00:00.0|LEADS||||||
|1315|00:00.0|LEADS||||||
|1316|00:00.0|LEADS||||||
|1317|00:00.0|LEADS||||||
|1320|00:00.0|LEADS||||||
|1321|00:00.0|LEADS||||||
|1326|00:00.0|LEADS||||||
|1327|00:00.0|LEADS||||||
|1328|00:00.0|LEADS||||||
|1331|00:00.0|LEADS||||||
|1334|00:00.0|LEADS||||||
|1336|00:00.0|LEADS||||||
|1337|00:00.0|LEADS||||||
|1338|00:00.0|LEADS||||||
|1345|00:00.0|LEADS||||||
|1346|00:00.0|LEADS||||||
|1348|00:00.0|LEADS||||||
|1350|00:00.0|LEADS||||||
|1351|00:00.0|LEADS||||||
|1354|00:00.0|LEADS||||||
|1356|00:00.0|LEADS||||||
|1357|00:00.0|LEADS||||||
|1359|00:00.0|LEADS||||||
|1360|00:00.0|LEADS||||||
|1362|00:00.0|LEADS||||||
|1364|00:00.0|LEADS||||||
|1366|00:00.0|LEADS||||||
|1367|00:00.0|LEADS||||||
|1368|00:00.0|LEADS||||||
|1369|00:00.0|LEADS||||||
|1370|00:00.0|LEADS||||||
|1371|00:00.0|LEADS||||||
|1373|00:00.0|LEADS||||||
|1374|00:00.0|LEADS||||||
|1377|00:00.0|LEADS||||||
|1379|00:00.0|LEADS||||||
|1381|00:00.0|LEADS||||||
|1385|00:00.0|LEADS||||||
|1387|00:00.0|LEADS||||||
|1388|00:00.0|LEADS||||||
|1390|00:00.0|LEADS||||||
|1391|00:00.0|LEADS||||||
|1392|00:00.0|LEADS||||||
|1393|00:00.0|LEADS||||||
|1394|00:00.0|LEADS||||||
|1396|00:00.0|LEADS||||||
|1397|00:00.0|LEADS||||||
|1398|00:00.0|LEADS||||||
|1399|00:00.0|LEADS||||||
|1400|00:00.0|LEADS||||||
|1401|00:00.0|LEADS||||||
|1402|00:00.0|LEADS||||||
|1403|00:00.0|LEADS||||||
|1405|00:00.0|LEADS||||||
|1408|00:00.0|LEADS||||||
|1409|00:00.0|LEADS||||||
|1410|00:00.0|LEADS||||||
|1412|00:00.0|LEADS||||||
|1413|00:00.0|LEADS||||||
|1414|00:00.0|LEADS||||||
|1416|00:00.0|LEADS||||||
|1417|00:00.0|LEADS||||||
|1418|00:00.0|LEADS||||||
|1419|00:00.0|LEADS||||||
|1420|00:00.0|LEADS||||||
|1424|00:00.0|LEADS||||||
|1425|00:00.0|LEADS||||||
|1426|00:00.0|LEADS||||||
|1431|00:00.0|LEADS||||||
|1433|00:00.0|LEADS||||||
|1435|00:00.0|LEADS||||||
|1436|00:00.0|LEADS||||||
|1439|00:00.0|LEADS||||||
|1442|00:00.0|LEADS||||||
|1444|00:00.0|LEADS||||||
|1447|00:00.0|LEADS||||||
|1448|00:00.0|LEADS||||||
|1453|00:00.0|LEADS||||||
|1454|00:00.0|LEADS||||||
|1455|00:00.0|LEADS||||||
|1457|00:00.0|LEADS||||||
|1458|00:00.0|LEADS||||||
|1460|00:00.0|LEADS||||||
|1462|00:00.0|LEADS||||||
|1463|00:00.0|LEADS||||||
|1464|00:00.0|LEADS||||||
|1466|00:00.0|LEADS||||||
|1470|00:00.0|LEADS||||||
|1471|00:00.0|LEADS||||||
|1472|00:00.0|LEADS||||||
|1473|00:00.0|LEADS||||||
|1474|00:00.0|LEADS||||||
|1475|00:00.0|LEADS||||||
|1476|00:00.0|LEADS||||||
|1477|00:00.0|LEADS||||||
|1479|00:00.0|LEADS||||||
|1480|00:00.0|LEADS||||||
|1481|00:00.0|LEADS||||||
|1484|00:00.0|LEADS||||||
|1487|00:00.0|LEADS||||||
|1489|00:00.0|LEADS||||||
|1490|00:00.0|LEADS||||||
|1495|00:00.0|LEADS||||||
|1496|00:00.0|LEADS||||||
|1497|00:00.0|LEADS||||||
|1499|00:00.0|LEADS||||||
|1500|00:00.0|LEADS||||||
|1502|00:00.0|LEADS||||||
|1503|00:00.0|LEADS||||||
|1505|00:00.0|LEADS||||||
|1506|00:00.0|LEADS||||||
|1508|00:00.0|LEADS||||||
|1509|00:00.0|LEADS||||||
|1513|00:00.0|LEADS||||||
|1517|00:00.0|LEADS||||||
|1518|00:00.0|LEADS||||||
|1519|00:00.0|LEADS||||||
|1520|00:00.0|LEADS||||||
|1522|00:00.0|LEADS||||||
|1523|00:00.0|LEADS||||||
|1524|00:00.0|LEADS||||||
|1525|00:00.0|LEADS||||||
|1527|00:00.0|LEADS||||||
|1529|00:00.0|LEADS||||||
|1530|00:00.0|LEADS||||||
|1533|00:00.0|LEADS||||||
|1535|00:00.0|LEADS||||||
|1536|00:00.0|LEADS||||||
|1537|00:00.0|LEADS||||||
|1539|00:00.0|LEADS||||||
|1540|00:00.0|LEADS||||||
|1543|00:00.0|LEADS||||||
|1544|00:00.0|LEADS||||||
|1545|00:00.0|LEADS||||||
|1546|00:00.0|LEADS||||||
|1547|00:00.0|LEADS||||||
|1548|00:00.0|LEADS||||||
|1549|00:00.0|LEADS||||||
|1550|00:00.0|LEADS||||||
|1553|00:00.0|LEADS||||||
|1554|00:00.0|LEADS||||||
|1555|00:00.0|LEADS||||||
|1557|00:00.0|LEADS||||||
|1561|00:00.0|LEADS||||||
|1562|00:00.0|LEADS||||||
|1563|00:00.0|LEADS||||||
|1564|00:00.0|LEADS||||||
|1567|00:00.0|LEADS||||||
|1569|00:00.0|LEADS||||||
|1570|00:00.0|LEADS||||||
|1574|00:00.0|LEADS||||||
|1575|00:00.0|LEADS||||||
|1576|00:00.0|LEADS||||||
|1578|00:00.0|LEADS||||||
|1579|00:00.0|LEADS||||||
|1582|00:00.0|LEADS||||||
|1585|00:00.0|LEADS||||||
|1586|00:00.0|LEADS||||||
|1588|00:00.0|LEADS||||||
|1590|00:00.0|LEADS||||||
|1591|00:00.0|LEADS||||||
|1593|00:00.0|LEADS||||||
|1596|00:00.0|LEADS||||||
|1597|00:00.0|LEADS||||||
|1598|00:00.0|LEADS||||||
|1599|00:00.0|LEADS||||||
|1605|00:00.0|LEADS||||||
|1607|00:00.0|LEADS||||||
|1608|00:00.0|LEADS||||||
|1610|00:00.0|LEADS||||||
|1611|00:00.0|LEADS||||||
|1614|00:00.0|LEADS||||||
|1615|00:00.0|LEADS||||||
|1616|00:00.0|LEADS||||||
|1619|00:00.0|LEADS||||||
|1620|00:00.0|LEADS||||||
|1621|00:00.0|LEADS||||||
|1622|00:00.0|LEADS||||||
|1623|00:00.0|LEADS||||||
|1625|00:00.0|LEADS||||||
|1627|00:00.0|LEADS||||||
|1628|00:00.0|LEADS||||||
|1634|00:00.0|LEADS||||||
|1635|00:00.0|LEADS||||||
|1638|00:00.0|LEADS||||||
|1639|00:00.0|LEADS||||||
|1640|00:00.0|LEADS||||||
|1641|00:00.0|LEADS||||||
|1644|00:00.0|LEADS||||||
|1647|00:00.0|LEADS||||||
|1648|00:00.0|LEADS||||||
|1650|00:00.0|LEADS||||||
|1652|00:00.0|LEADS||||||
|1653|00:00.0|LEADS||||||
|1655|00:00.0|LEADS||||||
|1656|00:00.0|LEADS||||||
|1658|00:00.0|LEADS||||||
|1660|00:00.0|LEADS||||||
|1662|00:00.0|LEADS||||||
|1663|00:00.0|LEADS||||||
|1664|00:00.0|LEADS||||||
|1666|00:00.0|LEADS||||||
|1667|00:00.0|LEADS||||||
|1668|00:00.0|LEADS||||||
|1669|00:00.0|LEADS||||||
|1670|00:00.0|LEADS||||||
|1671|00:00.0|LEADS||||||
|1673|00:00.0|LEADS||||||
|1674|00:00.0|LEADS||||||
|1675|00:00.0|LEADS||||||
|1677|00:00.0|LEADS||||||
|1679|00:00.0|LEADS||||||
|1681|00:00.0|LEADS||||||
|1682|00:00.0|LEADS||||||
|1683|00:00.0|LEADS||||||
|1685|00:00.0|LEADS||||||
|1686|00:00.0|LEADS||||||
|1687|00:00.0|LEADS||||||
|1688|00:00.0|LEADS||||||
|1690|00:00.0|LEADS||||||
|1691|00:00.0|LEADS||||||
|1692|00:00.0|LEADS||||||
|1694|00:00.0|LEADS||||||
|1695|00:00.0|LEADS||||||
|1696|00:00.0|LEADS||||||
|1697|00:00.0|LEADS||||||
|1698|00:00.0|LEADS||||||
|1699|00:00.0|LEADS||||||
|1700|00:00.0|LEADS||||||
|1702|00:00.0|LEADS||||||
|1703|00:00.0|LEADS||||||
|1704|00:00.0|LEADS||||||
|1705|00:00.0|LEADS||||||
|1706|00:00.0|LEADS||||||
|1707|00:00.0|LEADS||||||
|1708|00:00.0|LEADS||||||
|1709|00:00.0|LEADS||||||
|1713|00:00.0|LEADS||||||
|1715|00:00.0|LEADS||||||
|1717|00:00.0|LEADS||||||
|1718|00:00.0|LEADS||||||
|1720|00:00.0|LEADS||||||
|1724|00:00.0|LEADS||||||
|1726|00:00.0|LEADS||||||
|1728|00:00.0|LEADS||||||
|1730|00:00.0|LEADS||||||
|1731|00:00.0|LEADS||||||
|1732|00:00.0|LEADS||||||
|1733|00:00.0|LEADS||||||
|1734|00:00.0|LEADS||||||
|1736|00:00.0|LEADS||||||
|1737|00:00.0|LEADS||||||
|1738|00:00.0|LEADS||||||
|1741|00:00.0|LEADS||||||
|1744|00:00.0|LEADS||||||
|1745|00:00.0|LEADS||||||
|1747|00:00.0|LEADS||||||
|1748|00:00.0|LEADS||||||
|1749|00:00.0|LEADS||||||
|1753|00:00.0|LEADS||||||
|1754|00:00.0|LEADS||||||
|1755|00:00.0|LEADS||||||
|1756|00:00.0|LEADS||||||
|1757|00:00.0|LEADS||||||
|1758|00:00.0|LEADS||||||
|1759|00:00.0|LEADS||||||
|1765|00:00.0|LEADS||||||
|1767|00:00.0|LEADS||||||
|1769|00:00.0|LEADS||||||
|1770|00:00.0|LEADS||||||
|1771|00:00.0|LEADS||||||
|1772|00:00.0|LEADS||||||
|1773|00:00.0|LEADS||||||
|1775|00:00.0|LEADS||||||
|1776|00:00.0|LEADS||||||
|1777|00:00.0|LEADS||||||
|1778|00:00.0|LEADS||||||
|1779|00:00.0|LEADS||||||
|1781|00:00.0|LEADS||||||
|1782|00:00.0|LEADS||||||
|1783|00:00.0|LEADS||||||
|1784|00:00.0|LEADS||||||
|1785|00:00.0|LEADS||||||
|1786|00:00.0|LEADS||||||
|1787|00:00.0|LEADS||||||
|1789|00:00.0|LEADS||||||
|1792|00:00.0|LEADS||||||
|1793|00:00.0|LEADS||||||
|1795|00:00.0|LEADS||||||
|1797|00:00.0|LEADS||||||
|1798|00:00.0|LEADS||||||
|1801|00:00.0|LEADS||||||
|1802|00:00.0|LEADS||||||
|1803|00:00.0|LEADS||||||
|1805|00:00.0|LEADS||||||
|1812|00:00.0|LEADS||||||
|1813|00:00.0|LEADS||||||
|1814|00:00.0|LEADS||||||
|1815|00:00.0|LEADS||||||
|1816|00:00.0|LEADS||||||
|1817|00:00.0|LEADS||||||
|1818|00:00.0|LEADS||||||
|1819|00:00.0|LEADS||||||
|1821|00:00.0|LEADS||||||
|1822|00:00.0|LEADS||||||
|1823|00:00.0|LEADS||||||
|1825|00:00.0|LEADS||||||
|1827|00:00.0|LEADS||||||
|1829|00:00.0|LEADS||||||
|1831|00:00.0|LEADS||||||
|1832|00:00.0|LEADS||||||
|1833|00:00.0|LEADS||||||
|1834|00:00.0|LEADS||||||
|1837|00:00.0|LEADS||||||
|1838|00:00.0|LEADS||||||
|1841|00:00.0|LEADS||||||
|1844|00:00.0|LEADS||||||
|1845|00:00.0|LEADS||||||
|1850|00:00.0|LEADS||||||
|1851|00:00.0|LEADS||||||
|1852|00:00.0|LEADS||||||
|1853|00:00.0|LEADS||||||
|1854|00:00.0|LEADS||||||
|1855|00:00.0|LEADS||||||
|1860|00:00.0|LEADS||||||
|1861|00:00.0|LEADS||||||
|1862|00:00.0|LEADS||||||
|1863|00:00.0|LEADS||||||
|1865|00:00.0|LEADS||||||
|1867|00:00.0|LEADS||||||
|1868|00:00.0|LEADS||||||
|1869|00:00.0|LEADS||||||
|1871|00:00.0|LEADS||||||
|1875|00:00.0|LEADS||||||
|1878|00:00.0|LEADS||||||
|1879|00:00.0|LEADS||||||
|1881|00:00.0|LEADS||||||
|1882|00:00.0|LEADS||||||
|1885|00:00.0|LEADS||||||
|1888|00:00.0|LEADS||||||
|1889|00:00.0|LEADS||||||
|1890|00:00.0|LEADS||||||
|1892|00:00.0|LEADS||||||
|1893|00:00.0|LEADS||||||
|1895|00:00.0|LEADS||||||
|1896|00:00.0|LEADS||||||
|1897|00:00.0|LEADS||||||
|1898|00:00.0|LEADS||||||
|1901|00:00.0|LEADS||||||
|1902|00:00.0|LEADS||||||
|1903|00:00.0|LEADS||||||
|1904|00:00.0|LEADS||||||
|1909|00:00.0|LEADS||||||
|1910|00:00.0|LEADS||||||
|1912|00:00.0|LEADS||||||
|1913|00:00.0|LEADS||||||
|1914|00:00.0|LEADS||||||
|1915|00:00.0|LEADS||||||
|1916|00:00.0|LEADS||||||
|1919|00:00.0|LEADS||||||
|1920|00:00.0|LEADS||||||
|1921|00:00.0|LEADS||||||
|1923|00:00.0|LEADS||||||
|1924|00:00.0|LEADS||||||
|1925|00:00.0|LEADS||||||
|1926|00:00.0|LEADS||||||
|1927|00:00.0|LEADS||||||
|1928|00:00.0|LEADS||||||
|1929|00:00.0|LEADS||||||
|1931|00:00.0|LEADS||||||
|1932|00:00.0|LEADS||||||
|1933|00:00.0|LEADS||||||
|1934|00:00.0|LEADS||||||
|1935|00:00.0|LEADS||||||
|1936|00:00.0|LEADS||||||
|1937|00:00.0|LEADS||||||
|1939|00:00.0|LEADS||||||
|1940|00:00.0|LEADS||||||
|1941|00:00.0|LEADS||||||
|1943|00:00.0|LEADS||||||
|1944|00:00.0|LEADS||||||
|1946|00:00.0|LEADS||||||
|1948|00:00.0|LEADS||||||
|1949|00:00.0|LEADS||||||
|1951|00:00.0|LEADS||||||
|1954|00:00.0|LEADS||||||
|1955|00:00.0|LEADS||||||
|1956|00:00.0|LEADS||||||
|1957|00:00.0|LEADS||||||
|1959|00:00.0|LEADS||||||
|1961|00:00.0|LEADS||||||
|1962|00:00.0|LEADS||||||
|1964|00:00.0|LEADS||||||
|1965|00:00.0|LEADS||||||
|1966|00:00.0|LEADS||||||
|1970|00:00.0|LEADS||||||
|1971|00:00.0|LEADS||||||
|1973|00:00.0|LEADS||||||
|1974|00:00.0|LEADS||||||
|1976|00:00.0|LEADS||||||
|1977|00:00.0|LEADS||||||
|1980|00:00.0|LEADS||||||
|1982|00:00.0|LEADS||||||
|1983|00:00.0|LEADS||||||
|1984|00:00.0|LEADS||||||
|1985|00:00.0|LEADS||||||
|1986|00:00.0|LEADS||||||
|1987|00:00.0|LEADS||||||
|1988|00:00.0|LEADS||||||
|1989|00:00.0|LEADS||||||
|1990|00:00.0|LEADS||||||
|1991|00:00.0|LEADS||||||
|1992|00:00.0|LEADS||||||
|1993|00:00.0|LEADS||||||
|1994|00:00.0|LEADS||||||
|1995|00:00.0|LEADS||||||
|1996|00:00.0|LEADS||||||
|1998|00:00.0|LEADS||||||
|1999|00:00.0|LEADS||||||
|2001|00:00.0|LEADS||||||
|2002|00:00.0|LEADS||||||
|2003|00:00.0|LEADS||||||
|2006|00:00.0|LEADS||||||
|2008|00:00.0|LEADS||||||
|2009|00:00.0|LEADS||||||
|2011|00:00.0|LEADS||||||
|2012|00:00.0|LEADS||||||
|2013|00:00.0|LEADS||||||
|2014|00:00.0|LEADS||||||
|2015|00:00.0|LEADS||||||
|2016|00:00.0|LEADS||||||
|2018|00:00.0|LEADS||||||
|2019|00:00.0|LEADS||||||
|2021|00:00.0|LEADS||||||
|2022|00:00.0|LEADS||||||
|2023|00:00.0|LEADS||||||
|2024|00:00.0|LEADS||||||
|2025|00:00.0|LEADS||||||
|2027|00:00.0|LEADS||||||
|2028|00:00.0|LEADS||||||
|2029|00:00.0|LEADS||||||
|2032|00:00.0|LEADS||||||
|2033|00:00.0|LEADS||||||
